ups,num_comments,image_provided,reciprocate,exchange,text_length,money,time,job,student,family,craving,label
7,1,1,0,0,133,0,3,0,0,0,0,got_pizza
10,3,0,0,0,74,0,1,0,0,2,3,got_pizza
3,8,0,1,0,121,2,4,2,0,0,0,got_pizza
0,1,0,1,0,73,4,2,0,4,0,0,got_pizza
1,6,0,0,0,58,3,1,0,0,0,0,got_pizza
5,7,0,0,0,15,0,0,0,1,0,0,got_pizza
2,1,0,1,0,98,1,0,3,0,1,0,got_pizza
4,3,0,0,0,15,0,0,0,0,0,0,got_pizza
16,8,0,0,0,80,0,2,0,0,2,0,got_pizza
1,2,0,1,0,248,1,4,0,6,0,0,got_pizza
20,5,0,0,0,151,2,4,0,0,1,0,got_pizza
4,4,0,1,0,36,2,1,0,0,0,0,got_pizza
10,28,0,0,0,99,2,0,0,0,1,0,got_pizza
3,7,0,1,0,72,0,1,1,0,0,1,got_pizza
9,13,0,0,0,38,0,1,2,0,0,1,got_pizza
3,1,0,0,0,115,1,3,0,0,0,0,got_pizza
4,5,0,0,0,36,0,2,0,0,2,1,got_pizza
3,1,0,0,0,75,1,0,0,0,0,0,got_pizza
1,3,0,0,0,28,0,1,0,0,0,0,got_pizza
4,4,0,0,0,31,1,2,0,0,0,0,got_pizza
3,3,0,0,1,113,1,5,1,0,0,0,got_pizza
2,5,0,0,0,31,0,1,0,2,0,0,got_pizza
2,4,0,0,0,108,1,1,3,0,1,0,got_pizza
30,10,0,0,0,51,0,0,0,0,0,0,got_pizza
1,0,1,0,0,92,0,1,1,0,0,0,got_pizza
8,0,0,0,0,62,1,1,0,0,0,0,got_pizza
4,1,0,1,0,144,4,2,3,0,0,0,got_pizza
3,4,0,1,0,24,2,2,0,0,0,0,got_pizza
1,1,0,0,0,40,0,2,0,0,1,0,got_pizza
2,0,0,0,0,64,0,2,0,0,0,0,got_pizza
1,1,0,0,0,100,1,1,2,0,0,1,got_pizza
21,5,0,0,0,63,4,2,1,0,1,0,got_pizza
1,2,0,0,0,155,0,6,0,0,1,4,got_pizza
0,0,0,1,0,42,2,1,0,0,0,0,got_pizza
0,0,0,0,0,92,0,2,0,0,1,0,got_pizza
5,8,0,1,0,135,0,2,0,0,0,0,got_pizza
0,1,0,0,0,46,1,3,0,0,0,0,got_pizza
5,3,0,0,0,139,1,0,1,0,4,0,got_pizza
18,13,0,0,0,27,3,1,0,0,0,0,got_pizza
1,1,0,1,0,106,3,1,0,0,0,0,got_pizza
2,13,0,1,0,144,3,1,1,0,2,0,got_pizza
1,2,0,0,0,110,0,4,2,0,0,0,got_pizza
2,1,0,1,0,42,1,0,0,0,1,0,got_pizza
2,0,1,0,0,91,1,0,1,2,0,0,got_pizza
1,3,0,1,0,120,1,4,0,2,0,3,got_pizza
3,16,0,1,0,28,1,0,0,0,1,1,got_pizza
5,2,0,0,0,135,0,2,0,0,0,0,got_pizza
3,1,0,0,0,20,0,0,0,0,0,0,got_pizza
1,1,0,1,0,69,1,1,0,0,0,1,got_pizza
28,10,0,0,0,37,0,1,0,0,0,0,got_pizza
5,9,0,0,1,53,1,0,1,0,0,1,got_pizza
9,4,0,0,0,248,0,5,0,0,1,0,got_pizza
7,5,0,0,0,80,1,2,0,0,0,0,got_pizza
11,4,0,1,0,70,1,0,0,0,2,0,got_pizza
3,9,0,0,0,81,0,0,0,3,0,0,got_pizza
1,0,0,0,0,30,0,1,1,0,0,0,got_pizza
14,7,0,0,0,64,2,1,0,0,0,0,got_pizza
1,1,0,0,0,210,1,1,0,0,0,0,got_pizza
1,5,0,1,0,115,2,1,1,1,3,0,got_pizza
4,4,0,1,0,86,3,5,0,0,0,0,got_pizza
2,3,1,1,0,101,0,2,0,0,0,1,got_pizza
58,16,0,0,0,42,0,0,0,0,0,0,got_pizza
6,7,0,0,0,28,0,0,0,1,0,0,got_pizza
6,6,1,1,0,127,4,5,2,2,0,0,got_pizza
11,4,0,0,0,100,1,4,0,0,2,0,got_pizza
4,35,0,1,0,242,2,3,1,0,0,3,got_pizza
4,5,0,1,0,25,1,2,0,0,0,0,got_pizza
5,6,0,0,0,169,1,6,0,0,2,0,got_pizza
5,4,0,0,0,5,0,0,0,0,0,0,got_pizza
0,0,0,1,1,111,2,1,0,0,0,4,got_pizza
8,6,0,0,0,46,0,1,2,0,0,1,got_pizza
2,3,0,0,0,47,1,0,0,1,0,0,got_pizza
2,4,1,0,0,197,3,4,0,5,0,1,got_pizza
8,1,0,0,0,126,1,4,1,0,0,1,got_pizza
20,4,0,0,0,113,1,1,0,0,0,0,got_pizza
8,4,0,0,0,65,0,1,0,0,0,0,got_pizza
0,2,0,0,0,163,2,8,0,0,0,1,got_pizza
2,2,0,0,0,277,0,3,5,0,0,0,got_pizza
1,12,0,0,0,153,0,12,0,3,3,1,got_pizza
3,7,0,0,0,122,2,3,0,2,1,0,got_pizza
8,10,0,0,0,23,0,2,0,0,0,0,got_pizza
0,2,0,0,0,115,1,0,0,0,0,2,got_pizza
1,5,1,0,0,250,2,4,0,2,1,2,got_pizza
11,2,0,0,0,316,2,7,3,0,2,2,got_pizza
5,9,0,0,0,43,2,1,0,2,0,0,got_pizza
2,0,0,0,0,88,0,5,0,0,0,0,got_pizza
0,2,0,1,0,93,1,3,0,0,0,1,got_pizza
2,11,1,1,0,247,9,1,4,1,0,1,got_pizza
2,4,0,0,0,79,2,2,1,0,0,0,got_pizza
4,0,0,0,0,208,3,7,3,0,0,0,got_pizza
1,2,0,0,0,49,0,2,0,0,0,2,got_pizza
17,2,0,0,0,131,1,4,0,0,1,1,got_pizza
0,0,0,0,0,51,2,3,0,0,0,0,got_pizza
34,12,1,0,0,129,0,5,1,0,0,2,got_pizza
1,5,0,1,0,103,4,1,0,0,0,0,got_pizza
4,5,0,0,0,219,0,6,1,0,2,0,got_pizza
5,8,0,1,0,135,0,2,0,0,0,0,got_pizza
2,0,0,0,0,27,0,1,0,0,0,0,got_pizza
3,1,0,1,0,35,3,0,0,0,0,0,got_pizza
2,2,0,0,0,185,1,4,1,0,0,2,got_pizza
7,19,0,0,0,87,4,0,0,3,0,1,got_pizza
23,27,0,0,0,56,0,0,0,1,0,0,got_pizza
9,5,0,0,0,4,0,0,0,0,1,0,got_pizza
3,0,0,0,1,104,3,2,0,0,0,0,got_pizza
1,8,0,0,0,41,2,0,0,0,0,1,got_pizza
0,4,0,0,0,72,0,4,1,0,0,0,got_pizza
11,1,0,0,0,61,0,0,0,1,0,0,got_pizza
2,5,0,0,0,77,0,3,0,0,0,0,got_pizza
14,0,0,0,0,131,1,5,0,0,3,1,got_pizza
5,0,0,1,0,51,2,1,0,0,0,0,got_pizza
4,7,1,0,1,45,0,0,0,0,0,1,got_pizza
4,8,0,0,0,75,3,3,0,0,3,0,got_pizza
7,6,0,0,0,86,0,5,1,0,1,0,got_pizza
1,5,0,0,0,102,1,2,2,3,0,0,got_pizza
5,3,0,0,0,67,2,0,0,0,0,0,got_pizza
3,1,0,0,1,170,0,1,0,0,0,0,got_pizza
5,2,0,0,0,61,0,1,0,0,0,0,got_pizza
13,7,0,0,0,78,1,2,0,1,0,0,got_pizza
2,0,0,0,0,50,3,1,0,1,0,0,got_pizza
25,3,0,0,0,68,0,1,0,0,0,1,got_pizza
1,3,0,0,0,48,0,3,0,0,0,0,got_pizza
0,2,0,0,0,27,0,0,0,0,0,0,got_pizza
6,1,0,0,0,11,1,1,0,0,0,0,got_pizza
5,3,0,0,0,9,0,1,0,0,0,0,got_pizza
1,2,1,0,0,99,2,2,0,0,0,0,got_pizza
3,3,0,0,0,92,2,4,3,0,0,0,got_pizza
5,3,0,0,0,119,0,2,0,0,0,0,got_pizza
2,9,0,0,0,58,0,1,0,1,2,1,got_pizza
1,3,0,0,0,100,2,1,0,2,0,1,got_pizza
4,3,0,0,0,23,0,0,0,1,0,0,got_pizza
9,8,0,0,1,144,2,5,0,0,1,2,got_pizza
6,3,0,0,0,134,3,6,0,0,2,1,got_pizza
9,5,0,0,0,4,0,0,0,0,1,0,got_pizza
1,1,0,1,0,32,1,1,0,0,0,0,got_pizza
1,0,0,1,0,99,0,4,0,1,0,0,got_pizza
2,3,0,0,0,297,1,5,0,0,0,2,got_pizza
3,2,0,0,0,38,0,2,0,0,0,0,got_pizza
2,3,0,0,0,66,0,2,0,0,3,0,got_pizza
1,13,0,0,0,92,0,3,0,0,1,0,got_pizza
1,3,0,0,0,167,5,3,0,3,0,0,got_pizza
7,5,0,0,0,77,4,3,2,0,1,0,got_pizza
24,2,0,0,0,102,0,5,1,0,2,0,got_pizza
7,1,0,0,0,35,1,0,0,0,0,0,got_pizza
1,6,0,0,0,37,0,0,0,0,1,0,got_pizza
1,4,0,0,0,191,5,5,4,0,0,0,got_pizza
2,1,0,0,0,62,1,3,0,0,1,0,got_pizza
5,9,0,0,0,84,2,1,0,1,0,0,got_pizza
26,4,0,0,0,52,2,3,0,0,1,0,got_pizza
4,7,0,0,0,50,1,3,0,0,0,0,got_pizza
65,12,0,0,0,147,2,4,0,1,1,0,got_pizza
2,13,0,1,0,277,4,8,1,4,6,0,got_pizza
12,7,0,0,0,146,3,5,1,2,0,0,got_pizza
2,0,0,1,0,149,1,1,5,4,0,0,got_pizza
3,0,0,0,0,62,1,2,0,1,0,0,got_pizza
0,3,0,0,0,69,4,3,3,0,0,0,got_pizza
2,2,0,0,0,115,0,5,0,0,4,0,got_pizza
7,5,0,0,0,113,2,6,2,1,0,0,got_pizza
1,16,0,0,0,12,1,0,0,0,0,0,got_pizza
5,1,0,1,0,213,4,4,3,4,0,0,got_pizza
1,1,0,0,0,40,0,2,0,0,1,0,got_pizza
9,18,0,0,0,7,0,0,0,0,0,0,got_pizza
1,1,0,0,0,53,0,2,1,0,0,1,got_pizza
2,1,0,0,0,23,1,2,0,0,0,0,got_pizza
30,10,0,0,0,51,0,0,0,0,0,0,got_pizza
8,1,0,0,0,126,1,4,1,0,0,1,got_pizza
3,8,0,1,0,105,1,3,0,0,0,0,got_pizza
3,3,0,1,1,157,4,3,0,4,0,0,got_pizza
9,1,0,0,0,30,1,0,0,0,0,0,got_pizza
1,0,0,0,0,54,0,3,0,0,0,1,got_pizza
5,14,0,0,0,289,2,9,1,1,0,1,got_pizza
6,4,0,0,0,120,0,5,0,0,0,3,got_pizza
5,0,0,0,0,71,0,2,0,0,0,0,got_pizza
3,4,0,0,0,102,2,0,0,4,1,1,got_pizza
15,2,0,0,0,104,2,4,0,0,0,0,got_pizza
19,8,0,0,0,69,1,1,3,0,0,0,got_pizza
5,3,0,1,0,158,0,4,0,2,0,1,got_pizza
3,6,0,0,0,102,3,2,0,0,0,0,got_pizza
2,2,0,0,0,50,1,1,0,0,0,0,got_pizza
1,2,0,0,1,6,0,0,0,0,0,0,got_pizza
7,4,0,0,0,76,1,2,0,0,0,0,got_pizza
3,4,1,0,0,62,0,1,0,0,0,0,got_pizza
0,5,0,0,0,68,1,2,0,0,0,0,got_pizza
3,0,0,0,0,431,1,8,1,1,0,4,got_pizza
0,4,0,0,0,68,3,3,0,3,0,0,got_pizza
9,13,0,0,0,38,0,1,2,0,0,1,got_pizza
2,0,0,0,0,141,0,2,0,0,0,3,got_pizza
27,8,0,0,0,84,0,4,0,0,2,0,got_pizza
2,2,0,0,0,21,0,2,0,0,0,0,got_pizza
0,6,0,0,0,52,0,0,0,0,0,0,got_pizza
2,2,0,0,0,298,9,7,1,0,0,0,got_pizza
3,6,0,0,0,45,2,0,0,1,0,0,got_pizza
2,0,0,0,0,88,0,5,0,0,0,0,got_pizza
8,9,0,1,0,45,0,2,0,0,0,0,got_pizza
12,9,0,0,0,31,0,3,0,0,0,0,got_pizza
3,3,0,0,0,48,0,2,1,0,3,0,got_pizza
9,8,0,1,0,99,1,2,0,0,0,0,got_pizza
1,7,0,0,0,86,1,1,0,0,2,0,got_pizza
5,3,0,0,0,99,2,3,1,1,3,0,got_pizza
1,1,0,0,0,65,0,1,0,0,0,0,got_pizza
1,2,0,0,0,91,0,0,2,0,0,0,got_pizza
3,9,0,0,0,107,1,1,0,1,0,0,got_pizza
0,0,0,0,0,68,1,1,0,0,0,0,got_pizza
2,0,0,0,0,130,0,3,2,0,2,0,got_pizza
2,3,1,0,0,57,0,0,0,0,0,0,got_pizza
19,13,1,0,0,48,0,1,0,0,0,0,got_pizza
3,3,0,0,0,65,2,4,0,0,0,0,got_pizza
2,11,0,0,0,22,0,2,0,0,2,0,got_pizza
5,0,0,1,0,87,1,1,3,0,0,0,got_pizza
7,8,0,0,0,61,0,3,0,2,0,3,got_pizza
7,21,0,0,0,1116,11,12,6,2,2,0,got_pizza
10,6,0,0,0,200,2,1,0,0,0,0,got_pizza
8,6,0,1,0,321,4,6,2,0,0,1,got_pizza
10,2,0,0,0,152,1,5,0,1,0,1,got_pizza
4,2,0,0,0,91,6,2,0,0,0,0,got_pizza
2,2,0,0,0,81,0,5,0,1,0,0,got_pizza
1,1,0,0,0,87,3,2,0,0,0,0,got_pizza
2,1,0,0,0,121,1,4,2,0,0,0,got_pizza
3,3,0,0,0,51,0,3,0,0,0,2,got_pizza
3,3,0,0,0,48,3,3,0,0,1,0,got_pizza
6,17,0,0,0,195,2,4,0,0,3,0,got_pizza
4,3,0,0,0,80,0,0,0,0,2,0,got_pizza
4,11,1,0,0,51,0,3,0,0,0,0,got_pizza
5,4,0,0,0,76,1,1,0,0,0,2,got_pizza
2,1,0,1,0,58,1,2,0,0,0,0,got_pizza
7,4,0,0,0,76,1,2,0,0,0,0,got_pizza
8,4,0,1,0,27,2,1,0,0,0,0,got_pizza
6,2,0,0,0,121,2,3,0,0,0,0,got_pizza
7,9,0,0,0,95,3,1,0,1,0,3,got_pizza
6,10,0,1,0,158,1,6,1,0,0,0,got_pizza
3,5,0,0,0,53,1,0,0,3,0,0,got_pizza
11,11,1,0,0,265,7,5,3,2,0,4,got_pizza
2,1,0,0,0,113,4,4,0,0,0,0,got_pizza
1,1,0,1,1,90,2,5,0,0,0,1,got_pizza
7,4,1,0,0,167,1,4,0,0,0,0,got_pizza
0,2,0,0,0,172,3,2,0,0,0,0,got_pizza
5,17,0,1,1,156,1,2,0,0,1,0,got_pizza
0,1,0,0,0,66,2,3,0,0,1,0,got_pizza
3,3,0,0,0,71,0,3,0,0,0,0,got_pizza
5,2,0,0,0,78,2,2,1,6,0,0,got_pizza
1,5,0,0,0,64,4,3,1,1,0,0,got_pizza
3,2,0,1,0,90,3,5,0,0,0,0,got_pizza
1,1,0,0,0,28,0,1,1,0,0,0,got_pizza
4,4,0,0,0,135,0,2,0,0,1,1,got_pizza
19,9,0,0,0,102,2,3,0,1,0,1,got_pizza
1,16,0,0,0,12,1,0,0,0,0,0,got_pizza
13,6,0,0,0,103,2,2,0,2,0,0,got_pizza
2,1,0,0,0,137,2,4,3,3,0,0,got_pizza
4,3,0,0,0,129,0,0,0,0,0,1,got_pizza
2,0,0,0,0,61,2,0,0,0,0,0,got_pizza
2,0,1,0,0,53,0,1,0,0,0,0,got_pizza
1,4,0,0,0,112,0,1,0,0,1,0,got_pizza
4,19,0,0,0,108,2,4,0,0,0,1,got_pizza
6,5,0,0,0,120,2,3,2,0,1,1,got_pizza
0,5,0,0,1,71,1,2,0,0,0,0,got_pizza
2,3,0,0,0,80,4,3,0,3,0,1,got_pizza
5,3,0,0,0,119,0,2,0,0,0,0,got_pizza
4,4,0,0,0,87,1,1,0,0,0,0,got_pizza
1,3,0,0,0,16,0,0,0,1,0,0,got_pizza
5,2,0,0,0,214,4,4,0,1,1,2,got_pizza
2,2,0,0,0,298,9,7,1,0,0,0,got_pizza
6,3,0,0,0,48,1,0,0,0,0,0,got_pizza
3,1,0,0,0,117,0,1,0,0,0,0,got_pizza
4,4,0,0,0,44,1,1,0,2,0,0,got_pizza
0,1,0,1,0,173,4,4,0,0,3,0,got_pizza
1,4,0,0,0,39,2,0,0,0,0,0,got_pizza
9,2,0,0,0,58,0,1,0,0,0,0,got_pizza
9,5,0,0,0,4,0,0,0,0,1,0,got_pizza
3,0,0,0,0,43,1,2,1,0,0,0,got_pizza
4,1,0,0,0,36,0,2,0,0,1,0,got_pizza
2,0,0,0,0,69,0,1,1,0,0,0,got_pizza
12,3,0,0,0,92,0,2,1,0,0,0,got_pizza
0,2,0,0,0,67,1,2,1,1,0,1,got_pizza
2,2,1,0,0,302,9,4,3,0,1,1,got_pizza
6,4,0,0,1,77,2,4,1,0,0,0,got_pizza
6,6,0,0,0,98,0,2,0,0,0,0,got_pizza
34,12,1,0,0,129,0,5,1,0,0,2,got_pizza
20,1,0,0,0,40,3,0,0,0,0,0,got_pizza
1,0,0,0,0,36,1,1,0,0,1,1,got_pizza
2,0,0,0,0,33,0,2,0,1,0,0,got_pizza
3,0,0,0,0,49,2,2,0,1,0,0,got_pizza
11,2,0,0,0,316,2,7,3,0,2,2,got_pizza
11,4,0,1,0,70,1,0,0,0,2,0,got_pizza
5,4,0,1,0,93,4,1,1,1,0,1,got_pizza
0,4,0,0,0,72,0,4,1,0,0,0,got_pizza
2,0,0,0,0,56,1,0,0,1,0,0,got_pizza
2,5,0,0,0,241,1,4,1,0,0,0,got_pizza
2,0,0,0,0,41,1,2,0,0,0,3,got_pizza
2,3,0,0,0,172,2,4,1,0,4,0,got_pizza
4,7,0,0,0,64,0,1,0,0,1,0,got_pizza
2,6,0,0,0,56,1,0,0,1,0,0,got_pizza
2,3,1,1,0,101,0,2,0,0,0,1,got_pizza
8,0,0,0,1,89,1,0,2,0,2,0,got_pizza
4,1,0,0,0,282,1,9,1,0,3,1,got_pizza
2,2,0,1,0,60,2,1,0,0,0,0,got_pizza
0,0,0,0,0,117,0,3,1,0,0,0,got_pizza
2,11,1,1,0,247,9,1,4,1,0,1,got_pizza
1,0,0,0,0,108,2,2,0,0,0,0,got_pizza
1,1,0,1,0,97,0,1,2,0,0,0,got_pizza
11,8,0,0,0,89,2,2,0,0,2,0,got_pizza
2,4,0,0,0,49,1,0,0,0,0,0,got_pizza
1,4,0,1,0,93,3,1,0,0,0,0,got_pizza
21,6,1,0,0,165,2,5,0,0,1,1,got_pizza
25,3,0,0,0,68,0,1,0,0,0,1,got_pizza
0,2,0,0,0,115,1,0,0,0,0,2,got_pizza
2,2,0,0,0,85,0,2,0,0,0,0,got_pizza
1,8,0,0,0,98,0,3,1,0,1,0,got_pizza
9,13,0,0,0,38,0,1,2,0,0,1,got_pizza
3,1,0,1,0,129,1,6,2,0,0,0,got_pizza
2,1,0,0,0,56,0,3,0,0,1,0,got_pizza
3,2,1,0,0,75,1,0,0,2,0,0,got_pizza
16,3,0,0,0,37,0,0,2,0,0,0,got_pizza
0,2,0,0,0,51,1,2,2,0,0,1,got_pizza
0,0,0,0,0,112,0,3,0,0,0,0,got_pizza
14,4,0,0,0,68,2,3,1,0,1,0,got_pizza
3,6,0,0,0,160,0,3,0,0,0,1,got_pizza
6,3,0,0,0,66,3,4,0,0,2,0,got_pizza
1,0,0,1,0,95,2,3,1,4,0,0,got_pizza
4,5,0,0,0,36,0,2,0,0,2,1,got_pizza
3,16,0,1,0,28,1,0,0,0,1,1,got_pizza
2,0,0,1,0,33,2,0,0,0,0,0,got_pizza
14,0,0,0,0,131,1,5,0,0,3,1,got_pizza
11,2,0,0,0,54,1,1,0,0,1,0,got_pizza
2,3,0,0,0,172,2,4,1,0,4,0,got_pizza
4,7,0,0,0,196,2,3,0,0,3,0,got_pizza
9,5,0,0,0,4,0,0,0,0,1,0,got_pizza
19,7,0,0,0,100,0,4,0,0,0,0,got_pizza
3,0,0,0,0,52,0,1,0,0,0,0,got_pizza
3,7,0,0,0,84,1,2,0,0,0,0,got_pizza
18,13,0,0,0,27,3,1,0,0,0,0,got_pizza
4,4,0,0,0,30,0,1,0,0,0,0,got_pizza
12,8,0,0,0,207,3,2,1,0,2,0,got_pizza
9,4,1,0,1,168,2,2,0,0,0,0,got_pizza
2,1,0,0,0,99,4,4,0,0,0,0,got_pizza
16,2,0,1,0,65,4,1,1,0,0,0,got_pizza
0,4,0,0,0,55,1,0,1,0,1,0,got_pizza
5,3,0,0,0,309,8,1,4,0,0,1,got_pizza
3,8,0,1,0,105,1,3,0,0,0,0,got_pizza
39,2,0,0,0,138,0,2,0,0,0,2,got_pizza
8,0,0,0,0,14,0,0,0,0,0,0,got_pizza
2,9,0,0,0,58,0,1,0,1,2,1,got_pizza
5,1,0,0,0,119,1,4,0,3,0,0,got_pizza
1,1,0,1,0,142,3,2,2,0,0,1,got_pizza
4,8,0,0,0,103,5,5,2,0,0,0,got_pizza
18,17,0,0,0,172,2,4,1,0,1,1,got_pizza
14,0,0,0,0,19,3,0,0,2,0,0,got_pizza
3,3,0,0,0,94,3,2,1,0,0,1,got_pizza
3,3,0,0,0,74,1,1,2,0,0,0,got_pizza
24,2,0,0,0,102,0,5,1,0,2,0,got_pizza
8,6,0,1,0,321,4,6,2,0,0,1,got_pizza
2,1,0,0,0,17,0,0,0,0,0,0,got_pizza
3,6,0,0,0,160,0,3,0,0,0,1,got_pizza
1,1,0,0,0,100,1,1,2,0,0,1,got_pizza
2,6,0,0,0,112,0,3,1,0,2,0,got_pizza
0,0,0,0,0,103,5,1,0,0,0,0,got_pizza
4,1,0,0,0,36,0,2,0,0,1,0,got_pizza
2,0,0,0,0,29,1,2,1,0,1,2,got_pizza
2,3,0,0,0,95,2,0,1,0,0,0,got_pizza
2,3,0,0,0,10,1,1,0,0,0,0,got_pizza
2,3,0,0,0,70,2,1,1,0,0,1,got_pizza
19,13,1,0,0,48,0,1,0,0,0,0,got_pizza
6,2,0,1,0,59,1,2,0,0,0,0,got_pizza
9,4,0,0,0,248,0,5,0,0,1,0,got_pizza
12,0,0,1,1,65,1,1,0,0,0,1,got_pizza
8,7,0,1,0,74,4,1,3,0,0,0,got_pizza
0,0,0,0,0,41,0,0,0,0,0,0,got_pizza
2,2,0,0,0,21,0,0,0,0,0,0,got_pizza
1,1,0,0,0,109,2,1,0,2,0,0,got_pizza
19,4,0,1,0,98,5,6,1,0,0,0,got_pizza
6,2,0,1,0,151,4,4,2,0,0,0,got_pizza
4,42,0,0,0,8,0,0,0,0,0,0,got_pizza
2,1,0,0,0,65,0,0,0,1,0,0,got_pizza
17,28,1,0,0,194,0,1,0,0,0,0,got_pizza
21,9,0,0,0,100,0,0,0,0,0,1,got_pizza
2,13,0,1,0,144,3,1,1,0,2,0,got_pizza
3,2,0,0,0,70,2,4,0,0,1,0,got_pizza
0,2,0,0,0,77,3,1,0,0,1,2,got_pizza
3,3,0,0,0,48,0,2,1,0,3,0,got_pizza
2,1,0,1,0,189,6,8,1,1,0,1,got_pizza
2,0,0,1,0,109,2,5,0,1,0,0,got_pizza
46,4,0,1,0,84,1,3,0,0,0,0,got_pizza
2,1,0,0,0,30,1,0,0,1,0,1,got_pizza
3,0,0,0,0,9,0,0,0,0,0,0,got_pizza
9,4,0,1,0,33,1,0,0,0,0,0,got_pizza
3,4,0,0,0,125,1,2,1,2,3,0,got_pizza
3,0,0,1,0,57,0,2,0,2,0,0,got_pizza
40,17,0,1,0,81,8,2,0,0,0,0,got_pizza
2,3,0,0,0,126,0,2,0,0,3,0,got_pizza
8,1,0,0,0,130,4,2,0,0,0,1,got_pizza
9,5,0,0,0,42,1,1,0,0,0,0,got_pizza
7,4,1,0,0,45,1,2,0,0,0,0,got_pizza
1,0,0,0,0,29,0,1,0,0,0,0,got_pizza
1,0,0,0,0,77,0,7,0,1,0,0,got_pizza
3,2,0,0,0,109,3,3,3,0,0,0,got_pizza
5,7,0,0,0,15,0,0,0,1,0,0,got_pizza
6,4,0,0,0,78,2,5,0,0,0,0,got_pizza
5,1,0,0,0,119,1,4,0,3,0,0,got_pizza
1,3,0,0,0,94,0,0,0,0,0,0,got_pizza
1,2,0,1,0,51,3,1,0,1,0,0,got_pizza
2,3,0,0,0,108,0,3,0,0,2,0,got_pizza
5,7,0,0,0,43,0,0,0,2,0,0,got_pizza
2,1,0,0,0,34,2,0,0,0,0,0,got_pizza
1,2,0,1,0,99,1,4,0,0,0,1,got_pizza
1,3,0,0,0,88,1,1,1,0,1,0,got_pizza
0,0,0,0,0,163,0,3,0,0,0,0,got_pizza
12,7,0,0,0,136,1,6,0,3,1,0,got_pizza
7,9,0,1,0,64,5,2,2,0,0,0,got_pizza
3,13,1,0,0,77,1,2,0,0,0,0,got_pizza
4,3,0,0,0,80,0,0,0,0,2,0,got_pizza
11,1,0,0,0,67,1,3,2,0,0,0,got_pizza
1,1,0,0,0,155,0,8,1,1,0,0,got_pizza
0,10,0,0,0,73,4,1,0,0,0,1,got_pizza
9,1,0,0,0,52,2,1,0,0,1,0,got_pizza
1,1,0,0,0,122,4,4,0,1,0,0,got_pizza
19,4,0,0,0,122,1,3,0,0,2,0,got_pizza
7,9,0,0,0,95,3,1,0,1,0,3,got_pizza
16,3,0,0,0,205,7,6,2,0,0,0,got_pizza
5,3,0,0,0,9,0,1,0,0,0,0,got_pizza
0,0,0,0,0,46,1,1,0,0,0,0,got_pizza
2,9,0,0,0,58,0,1,0,1,2,1,got_pizza
12,2,0,0,0,136,1,3,5,0,0,0,got_pizza
0,4,0,0,0,44,0,0,0,0,0,0,got_pizza
1,0,0,1,0,84,3,2,0,0,0,0,got_pizza
16,13,0,0,0,141,2,3,2,1,0,0,got_pizza
5,3,0,0,0,135,2,0,0,0,0,0,got_pizza
2,3,1,0,0,48,0,1,1,0,1,0,got_pizza
1,7,0,0,0,80,0,2,0,0,2,0,got_pizza
2,2,0,0,0,84,0,1,0,0,0,1,got_pizza
0,0,0,0,0,66,0,0,0,0,2,0,got_pizza
0,4,0,1,0,103,1,3,0,0,0,0,got_pizza
19,9,0,0,0,102,2,3,0,1,0,1,got_pizza
8,1,0,1,0,67,1,1,3,0,0,0,got_pizza
3,2,0,0,0,53,0,1,0,0,1,0,got_pizza
2,2,0,0,0,583,9,6,7,1,1,0,got_pizza
2,2,0,0,0,37,0,1,0,0,0,0,got_pizza
17,3,0,0,1,113,3,2,0,0,0,1,got_pizza
33,5,0,0,0,70,1,3,2,0,0,0,got_pizza
2,1,0,0,0,62,1,3,0,0,1,0,got_pizza
1,3,0,0,0,16,0,0,0,1,0,0,got_pizza
2,15,0,0,0,46,0,1,0,0,0,0,got_pizza
13,3,0,0,0,32,1,0,0,0,0,0,got_pizza
2,4,1,0,1,283,2,2,0,0,0,0,got_pizza
0,0,0,1,0,69,1,4,0,0,0,0,got_pizza
3,2,0,0,0,89,1,2,0,0,0,0,got_pizza
4,4,0,0,0,50,1,1,0,0,3,0,got_pizza
1,16,0,0,0,12,1,0,0,0,0,0,got_pizza
7,4,0,1,0,51,0,1,1,2,0,0,got_pizza
2,8,0,1,0,95,1,4,0,2,2,0,got_pizza
2,2,0,0,0,85,0,2,0,0,0,0,got_pizza
3,21,0,1,0,140,1,2,0,0,2,0,got_pizza
2,3,0,1,0,236,5,5,4,1,0,0,got_pizza
2,11,0,0,0,76,1,2,0,0,1,0,got_pizza
3,2,0,1,0,90,3,5,0,0,0,0,got_pizza
15,11,0,0,0,43,1,0,0,0,0,1,got_pizza
6,2,0,0,0,121,2,3,0,0,0,0,got_pizza
2,0,0,0,0,141,0,2,0,0,0,3,got_pizza
2,3,1,0,1,124,2,0,0,0,0,1,got_pizza
12,4,1,0,0,59,1,2,1,0,0,0,got_pizza
5,0,0,0,0,131,0,1,0,0,0,0,got_pizza
18,16,0,0,0,191,1,2,1,0,0,0,got_pizza
0,0,0,0,0,67,0,1,0,0,0,0,got_pizza
3,2,0,0,0,196,6,1,3,1,1,0,got_pizza
1,5,0,0,0,28,0,0,0,1,0,0,got_pizza
4,1,0,1,0,144,4,2,3,0,0,0,got_pizza
13,6,0,0,0,103,2,2,0,2,0,0,got_pizza
3,0,0,0,0,34,0,3,1,0,0,0,got_pizza
