ups,num_comments,image_provided,reciprocate,exchange,text_length,money,time,job,student,family,craving,label
8,0,0,0,0,25,2,0,0,1,0,0,0
2,0,1,0,0,36,0,1,1,0,0,0,0
1,0,0,0,0,29,0,0,0,0,0,1,0
0,0,0,1,0,80,3,0,0,0,0,0,0
1,6,0,1,0,119,8,5,1,0,0,0,0
1,1,0,0,0,146,0,4,0,4,1,1,0
11,8,0,0,0,380,7,7,0,1,0,0,0
6,2,0,0,0,27,0,0,0,0,0,0,0
6,3,0,0,0,25,0,1,0,0,1,0,0
2,3,0,0,0,95,0,1,4,0,4,0,0
7,7,0,0,0,129,2,5,0,0,0,2,0
18,7,1,0,0,119,1,0,0,0,0,1,0
1,0,0,0,0,11,2,1,0,1,0,0,0
3,0,0,0,0,23,0,0,0,0,0,1,0
1,7,0,0,0,53,2,2,1,0,1,0,0
0,0,0,1,0,83,1,2,1,2,1,0,0
3,0,0,0,0,19,2,0,0,0,0,0,0
1,1,0,0,0,82,4,1,0,0,0,0,0
2,0,0,0,0,50,1,0,2,0,0,0,0
2,3,0,0,0,61,1,4,0,0,1,0,0
6,1,0,1,0,55,5,6,0,2,0,0,0
1,2,0,0,0,53,0,4,0,0,0,0,0
0,0,0,1,0,83,1,0,1,0,0,0,0
9,4,1,0,0,60,3,3,0,0,0,0,0
2,0,0,0,0,186,2,0,0,1,0,0,0
1,0,1,0,0,170,2,0,1,0,0,0,0
5,0,0,0,0,58,3,1,0,2,0,0,0
2,0,0,0,0,22,0,0,0,0,0,0,0
1,0,0,1,0,45,2,0,0,0,0,0,0
2,0,0,0,0,18,0,1,0,0,0,0,0
2,0,0,0,0,11,0,0,0,0,0,0,0
2,1,0,1,0,265,9,9,0,0,0,11,0
3,0,0,0,0,172,5,3,1,0,1,0,0
2,0,0,0,0,91,3,2,0,0,0,1,0
1,0,0,0,0,33,0,2,0,0,0,0,0
2,2,1,0,0,194,2,10,0,0,4,3,0
3,11,0,0,0,82,0,4,2,0,0,0,0
4,0,0,0,0,76,0,1,0,0,0,0,0
4,0,0,0,0,51,2,3,0,0,3,0,0
0,0,0,0,0,93,4,5,0,2,0,2,0
0,1,0,0,0,39,0,1,0,0,2,0,0
1,1,0,0,0,85,0,5,0,0,0,5,0
2,0,0,0,0,42,0,0,0,0,0,2,0
2,3,0,0,0,84,2,3,0,0,0,0,0
1,0,0,0,0,73,1,1,2,0,0,0,0
0,0,0,1,0,89,1,4,0,0,0,1,0
10,3,0,1,0,53,4,2,0,3,0,0,0
1,2,0,0,0,100,2,2,1,1,0,0,0
1,0,0,1,0,29,2,0,1,0,0,1,0
1,0,0,0,0,35,0,1,1,0,0,1,0
2,2,0,0,0,80,0,1,0,0,0,0,0
2,0,0,1,0,36,2,1,0,0,0,0,0
5,1,0,0,0,27,0,0,0,0,0,1,0
11,2,0,0,0,101,0,1,0,0,3,0,0
2,2,0,0,0,50,2,3,1,0,0,0,0
5,0,0,1,0,83,3,4,2,1,0,0,0
1,0,0,0,0,64,0,2,0,0,0,0,0
1,0,0,0,0,99,0,10,3,0,0,0,0
4,0,0,0,0,30,0,0,0,0,0,1,0
1,1,0,0,0,32,0,0,1,0,0,0,0
2,0,0,0,0,80,2,2,1,0,0,0,0
3,0,0,0,0,93,4,3,0,3,0,2,0
10,53,0,0,0,38,0,0,1,0,0,0,0
1,1,0,0,1,49,0,3,0,0,0,0,0
0,0,0,0,0,179,3,2,1,0,1,0,0
1,7,0,1,0,62,1,2,0,0,2,0,0
9,0,0,0,0,72,3,3,0,0,0,0,0
6,0,0,0,0,61,3,2,0,0,0,0,0
3,0,0,0,0,88,3,3,0,0,0,1,0
1,0,0,0,0,28,0,0,0,0,0,0,0
3,0,0,0,0,37,0,3,0,0,0,0,0
5,0,0,0,0,49,2,2,0,1,0,0,0
8,4,0,0,0,56,0,2,0,0,2,0,0
1,0,0,0,0,43,1,0,0,0,0,0,0
2,3,0,0,0,72,2,1,3,0,0,0,0
14,12,0,0,0,54,1,2,1,0,0,0,0
2,0,0,0,0,98,3,5,0,0,1,1,0
1,1,0,0,0,119,1,2,0,0,1,0,0
0,0,0,0,0,91,1,2,0,0,0,0,0
1,0,0,0,0,43,1,1,0,1,0,0,0
5,0,0,0,0,56,2,2,4,0,0,0,0
0,0,0,0,0,32,1,0,0,0,0,0,0
4,1,0,0,0,50,0,1,2,0,0,0,0
2,3,0,0,0,111,0,5,0,0,0,1,0
1,0,0,1,0,48,3,1,0,0,0,1,0
4,3,0,0,0,39,0,4,1,0,0,1,0
10,0,0,0,0,231,0,0,0,0,1,7,0
1,0,0,0,0,62,3,3,0,1,0,0,0
1,0,0,1,0,64,3,1,0,0,0,0,0
28,2,0,1,0,84,0,2,0,0,1,0,0
4,0,0,1,0,15,2,1,0,0,0,0,0
13,5,0,0,0,22,0,3,0,0,0,0,0
2,6,1,1,0,115,7,5,2,0,2,1,0
0,5,0,0,0,43,0,4,0,0,1,0,0
1,2,0,0,0,34,1,0,1,1,2,0,0
0,0,0,0,0,60,1,3,0,2,0,1,0
1,0,0,1,0,405,4,3,5,0,0,1,0
1,1,0,0,0,95,0,1,0,0,0,0,0
3,2,0,0,0,82,3,2,1,4,0,0,0
1,0,0,1,0,131,5,3,2,5,0,0,0
0,3,0,1,0,48,2,1,0,0,0,0,0
7,7,1,0,0,53,0,2,0,0,2,0,0
0,0,0,0,0,54,2,0,0,0,2,0,0
0,5,0,1,0,20,0,1,0,0,0,0,0
4,0,0,0,0,159,9,1,0,0,0,2,0
7,6,0,1,0,81,4,3,1,0,0,0,0
3,3,0,0,0,124,1,2,1,0,0,1,0
2,0,0,0,0,68,0,1,0,0,1,0,0
2,2,0,0,0,46,0,0,0,0,0,1,0
16,3,0,0,0,52,0,3,1,0,0,0,0
3,0,0,1,0,183,3,8,3,0,0,3,0
1,0,0,0,0,61,0,1,2,0,1,0,0
0,0,0,0,0,59,2,3,3,0,0,0,0
8,1,0,0,0,61,1,0,0,0,0,0,0
1,8,0,0,0,21,0,0,0,0,0,0,0
1,0,0,0,0,47,1,3,0,0,0,0,0
6,8,0,0,0,248,8,6,4,1,1,0,0
3,1,0,0,0,40,0,0,0,0,0,0,0
1,0,1,0,0,82,0,1,3,0,1,0,0
0,0,0,0,0,89,0,0,1,0,0,0,0
2,0,0,0,0,66,0,3,0,0,0,0,0
1,0,0,0,0,59,0,2,0,0,0,1,0
1,6,0,0,0,11,0,0,0,0,0,1,0
19,22,1,0,0,97,0,4,0,0,0,0,0
3,0,0,0,0,69,0,3,0,2,0,2,0
2,0,0,0,0,37,1,1,0,1,0,0,0
0,3,0,1,0,66,2,7,1,0,3,0,0
2,2,0,0,0,50,0,2,0,0,0,0,0
5,0,1,0,0,63,1,0,0,0,0,3,0
2,1,0,0,0,37,0,1,0,0,0,1,0
1,4,1,0,0,57,0,1,0,0,0,0,0
2,0,0,0,0,32,0,0,0,0,0,0,0
0,2,0,0,0,24,0,1,0,0,0,0,0
1,1,1,0,0,136,3,2,0,1,0,1,0
3,1,0,1,0,134,5,7,4,2,0,1,0
3,0,0,0,0,79,2,1,0,4,0,1,0
1,0,0,0,1,85,3,0,0,1,0,0,0
0,0,0,0,0,32,0,1,0,0,0,1,0
20,9,0,0,0,60,0,1,0,0,1,1,0
2,13,0,1,0,227,2,8,3,0,3,1,0
0,2,0,1,0,57,1,1,0,0,0,2,0
1,0,0,0,0,166,2,4,1,0,1,0,0
0,1,0,0,0,45,0,2,0,0,2,0,0
1,0,0,0,0,34,0,0,0,0,0,0,0
3,0,0,0,0,61,1,3,0,0,0,0,0
5,0,0,0,0,55,1,4,0,0,0,0,0
3,2,0,0,0,135,0,4,0,0,0,0,0
4,0,0,1,0,72,1,1,0,0,0,0,0
1,0,0,0,0,22,0,2,0,0,0,0,0
1,4,0,0,0,27,2,0,1,0,0,0,0
1,3,0,0,1,53,0,0,0,0,0,0,0
1,1,0,1,0,39,1,3,0,0,3,0,0
5,7,0,0,0,130,1,4,0,0,0,0,0
0,0,0,0,0,54,0,0,0,2,0,0,0
2,3,0,0,0,33,0,0,0,0,0,0,0
6,1,0,0,0,51,1,1,0,0,0,0,0
3,4,0,0,0,111,2,4,1,0,1,0,0
1,3,0,1,0,91,1,2,2,1,0,1,0
6,3,0,0,0,98,1,3,1,1,0,1,0
5,5,1,0,0,81,0,2,1,0,0,1,0
3,5,0,1,0,132,10,3,0,1,1,1,0
0,0,0,0,0,51,0,0,0,0,0,2,0
3,0,0,0,0,124,3,4,2,0,0,0,0
12,8,0,0,0,164,1,3,1,0,0,1,0
10,1,0,1,0,86,5,3,2,1,1,0,0
18,0,0,1,0,196,3,0,0,0,0,1,0
2,0,0,0,0,30,1,0,1,0,1,0,0
3,0,0,0,0,113,0,8,4,0,1,0,0
2,0,0,0,0,52,3,2,0,0,0,0,0
1,1,0,0,0,66,1,2,0,0,0,0,0
1,0,0,0,0,47,0,0,0,0,0,0,0
9,0,0,0,0,31,2,0,0,0,0,0,0
0,1,0,0,0,317,2,3,0,3,5,1,0
0,2,0,0,0,46,2,1,0,0,0,0,0
2,0,0,0,0,68,0,1,0,0,1,0,0
16,12,0,0,0,72,2,0,1,0,0,1,0
4,1,0,1,0,56,2,1,0,0,0,0,0
0,0,0,0,0,75,0,2,0,0,1,0,0
6,11,0,0,0,44,2,1,0,0,0,0,0
7,2,0,0,0,110,1,0,1,0,0,0,0
4,0,0,0,0,155,0,1,0,1,0,1,0
1,8,0,0,0,43,0,0,0,0,1,1,0
2,0,0,0,0,20,0,0,0,0,0,0,0
2,0,0,0,0,77,0,1,0,0,0,1,0
1,0,0,0,0,35,0,2,2,1,0,2,0
1,0,0,0,0,295,0,7,0,0,3,1,0
1,2,0,0,0,40,2,1,0,1,0,0,0
2,0,0,0,0,71,0,0,0,2,0,2,0
1,2,0,1,0,69,3,1,0,1,1,0,0
2,0,0,0,0,188,1,3,7,0,0,1,0
5,6,0,0,0,102,0,4,0,0,4,0,0
3,2,0,0,0,48,1,2,0,0,0,0,0
4,6,0,0,0,63,1,2,0,2,0,0,0
5,1,0,0,0,27,0,0,1,0,0,1,0
2,0,0,0,0,80,2,0,1,3,0,0,0
3,0,0,0,0,24,1,1,0,0,0,0,0
7,0,0,0,0,69,0,2,0,0,0,0,0
1,0,0,0,0,97,2,2,1,0,0,0,0
2,1,0,0,0,50,0,2,0,0,1,0,0
1,2,0,0,0,203,1,13,0,0,2,1,0
0,0,1,0,0,57,2,1,0,0,0,0,0
0,0,0,0,0,140,3,2,1,2,0,0,0
3,2,0,0,0,114,3,1,0,0,0,0,0
3,5,0,0,0,417,0,6,6,0,2,0,0
1,0,0,0,0,49,0,1,2,0,0,0,0
0,2,0,0,0,47,0,0,0,0,1,2,0
3,0,0,0,0,57,2,2,0,0,0,0,0
2,4,0,0,0,83,3,0,0,0,1,0,0
5,1,0,0,0,73,3,0,0,0,0,0,0
3,1,0,0,0,56,0,2,1,0,0,0,0
6,3,0,0,0,52,1,2,0,0,0,0,0
7,0,0,1,0,99,5,4,0,0,0,0,0
3,0,0,0,0,37,1,3,1,1,0,0,0
1,1,0,0,0,12,0,0,0,0,0,0,0
1,1,0,0,0,60,4,4,0,2,0,0,0
4,0,0,0,0,63,2,2,1,0,0,0,0
1,0,0,0,0,61,0,2,2,1,0,0,0
0,5,0,0,0,27,0,2,0,0,1,0,0
2,0,0,0,0,67,1,3,0,0,0,0,0
3,0,0,0,0,55,3,1,1,3,0,0,0
12,0,0,0,0,12,1,0,0,0,0,0,0
0,2,0,1,0,116,0,3,0,2,0,0,0
2,2,0,0,0,40,1,0,0,1,0,0,0
2,4,0,0,0,47,2,2,2,0,0,0,0
2,1,1,1,0,88,5,2,0,2,0,0,0
2,0,0,0,0,111,1,2,0,1,3,0,0
1,1,0,0,1,101,0,1,0,0,0,1,0
1,1,0,0,0,65,1,3,0,5,0,0,0
14,2,0,0,0,52,2,3,0,0,0,1,0
3,1,0,0,0,82,0,0,0,0,0,5,0
7,6,0,0,0,248,2,8,2,0,3,0,0
1,5,0,0,0,114,0,6,0,0,1,0,0
12,8,0,0,0,164,1,3,1,0,0,1,0
3,5,0,0,0,72,0,2,1,1,0,0,0
5,9,0,0,0,51,0,0,0,0,0,1,0
0,1,0,0,0,103,2,2,0,0,1,0,0
2,2,0,1,0,151,1,2,0,0,0,1,0
0,0,0,0,0,79,0,2,0,0,0,0,0
6,8,0,0,0,53,0,1,0,0,1,2,0
0,0,0,1,1,107,1,2,0,0,0,0,0
9,0,0,0,0,114,0,1,0,0,2,0,0
0,0,0,0,0,67,1,0,0,0,0,0,0
1,12,0,1,0,81,5,2,0,0,0,2,0
5,0,0,0,0,39,1,0,1,0,1,2,0
0,0,0,0,0,40,0,1,2,1,0,0,0
2,4,0,0,0,81,0,0,0,0,0,2,0
5,0,0,0,0,97,0,4,2,2,0,2,0
1,0,0,0,0,64,0,3,0,0,0,0,0
3,3,0,0,0,98,2,3,2,0,0,0,0
0,0,0,0,0,21,0,1,0,0,0,0,0
0,0,0,0,0,39,0,1,1,0,0,0,0
0,0,0,0,0,33,1,1,0,0,0,0,0
0,6,0,0,0,185,0,5,0,0,1,2,0
2,0,0,0,0,147,0,2,0,1,0,0,0
1,1,0,1,0,380,7,9,0,0,0,2,0
3,0,0,0,0,50,3,2,0,0,0,0,0
0,0,0,1,0,116,5,2,0,0,0,0,0
3,9,0,0,0,285,0,8,0,2,0,1,0
1,2,0,0,0,46,1,0,0,0,0,0,0
3,1,0,1,0,63,1,1,1,0,0,0,0
2,2,0,0,0,78,3,1,1,0,0,0,0
4,1,0,0,0,85,2,0,0,0,0,0,0
0,0,0,0,0,40,1,2,0,0,0,1,0
2,1,0,0,0,69,1,2,0,2,0,0,0
1,0,0,1,0,50,1,1,0,1,0,0,0
9,2,0,0,0,73,0,3,0,0,0,0,0
0,0,0,0,0,68,1,1,0,0,2,2,0
1,1,0,0,0,117,0,6,3,0,0,0,0
1,1,0,0,0,83,0,2,0,1,1,0,0
0,0,0,0,0,149,2,4,3,0,0,0,0
6,1,0,0,0,84,1,1,0,2,1,0,0
1,1,0,1,0,63,1,4,0,0,0,0,0
11,5,0,1,0,42,2,1,0,2,0,0,0
7,0,0,1,0,26,1,0,1,0,0,0,0
0,1,0,0,0,68,2,4,0,0,0,0,0
1,0,0,0,0,48,0,1,2,0,2,0,0
3,0,0,0,0,54,3,1,0,0,0,0,0
2,1,0,0,0,52,0,4,0,0,2,0,0
0,1,0,0,0,79,0,2,2,0,0,5,0
5,1,0,0,0,28,0,0,0,0,0,0,0
10,20,1,0,0,167,2,2,0,0,0,0,0
3,5,0,0,0,84,1,0,1,1,1,2,0
1,0,0,0,0,48,1,1,0,1,0,1,0
2,0,0,0,0,51,1,0,1,0,0,0,0
2,0,0,1,0,86,7,1,2,0,1,0,0
1,0,0,1,0,81,3,3,2,0,0,0,0
0,0,0,0,0,83,1,2,0,0,0,1,0
1,1,0,0,0,77,1,2,0,0,1,0,0
2,0,0,0,0,30,0,0,0,0,0,0,0
0,0,0,0,0,38,0,1,0,2,0,0,0
2,0,0,0,1,78,0,3,0,0,0,0,0
1,0,0,1,0,100,2,4,1,2,0,0,0
2,1,0,0,0,39,1,0,0,0,0,1,0
0,1,0,1,0,93,0,2,2,0,0,1,0
0,3,0,0,0,33,3,2,0,0,0,0,0
14,4,0,0,0,64,2,1,0,0,0,0,0
5,0,0,0,1,20,1,0,0,0,0,0,0
0,0,0,0,0,36,2,0,0,0,0,0,0
15,3,0,0,0,62,3,1,2,2,0,0,0
1,0,0,0,1,74,0,4,0,1,0,0,0
3,0,0,0,0,21,0,0,2,0,0,0,0
0,4,0,0,0,75,0,0,0,0,0,1,0
2,0,0,0,0,55,4,1,0,0,0,0,0
3,3,0,1,0,48,2,0,1,0,0,0,0
8,3,0,0,1,84,3,3,0,0,0,0,0
15,0,0,0,0,33,0,1,0,0,0,1,0
6,1,0,0,0,43,0,3,0,2,0,0,0
2,0,0,0,1,95,0,2,1,1,0,0,0
3,3,0,1,0,117,1,3,2,2,0,0,0
6,0,0,0,0,52,0,1,0,0,0,0,0
2,0,0,1,0,47,1,0,1,0,1,1,0
1,1,0,0,0,147,2,5,3,0,3,1,0
1,2,0,0,0,102,0,3,0,0,0,1,0
1,0,0,0,0,46,0,2,0,0,0,0,0
1,2,0,0,0,72,3,3,0,0,1,1,0
1,0,0,0,0,87,0,3,1,0,0,5,0
0,8,0,0,0,49,2,2,0,2,1,0,0
1,1,0,0,0,57,1,1,0,0,0,2,0
5,5,0,1,0,89,2,3,1,1,0,0,0
1,0,0,1,0,60,4,3,0,0,0,0,0
7,3,0,0,0,42,0,1,0,0,0,0,0
5,7,0,1,0,39,1,4,0,0,0,0,0
3,0,0,0,0,99,0,3,1,1,1,1,0
2,0,0,1,0,204,1,2,3,0,2,2,0
10,6,0,0,0,113,1,4,0,0,0,2,0
10,0,0,0,0,108,2,3,2,0,0,0,0
2,0,0,0,0,62,2,2,0,0,0,0,0
1,0,0,0,0,57,4,0,0,0,0,0,0
0,0,0,1,0,51,2,2,1,0,0,0,0
6,7,0,1,0,91,4,2,0,0,0,0,0
7,0,0,0,0,15,0,0,1,0,0,0,0
3,3,0,1,0,44,2,0,0,0,0,0,0
1,0,0,0,0,35,0,0,0,0,0,1,0
3,0,1,0,0,51,2,0,0,1,0,0,0
0,2,0,0,0,35,0,0,0,4,0,0,0
1,0,0,1,0,121,2,4,1,0,0,2,0
1,1,0,0,0,58,0,4,0,0,1,0,0
1,5,0,0,0,68,0,2,0,0,2,0,0
3,2,1,0,0,99,1,3,0,5,0,0,0
20,0,0,0,0,29,0,1,0,0,0,1,0
0,0,0,0,0,120,3,6,1,0,1,0,0
0,0,0,0,1,56,0,0,0,0,0,0,0
5,8,0,0,0,180,1,4,0,2,0,0,0
0,29,0,0,0,123,2,0,0,0,3,3,0
2,1,0,0,0,115,2,6,0,0,0,0,0
1,0,0,1,0,114,3,3,3,4,0,0,0
2,2,0,0,0,72,1,2,0,2,0,0,0
2,4,1,0,0,270,3,13,2,0,0,0,0
1,0,0,0,0,118,4,6,2,0,0,0,0
18,5,0,0,0,95,1,2,1,0,0,0,0
2,5,0,0,0,54,2,2,0,0,0,0,0
1,0,0,0,0,228,2,2,1,3,0,1,0
2,12,0,0,0,112,0,3,0,0,0,0,0
2,0,0,0,0,34,0,1,0,0,0,0,0
1,1,0,0,0,22,0,0,0,0,0,0,0
3,2,0,1,0,63,3,1,0,0,0,0,0
2,0,0,0,0,10,0,0,0,0,0,0,0
5,2,0,1,0,18,1,0,0,0,0,0,0
3,0,0,0,0,140,1,6,1,0,0,0,0
0,0,0,0,0,12,1,0,0,0,0,0,0
20,7,0,0,0,77,0,1,1,0,0,1,0
0,2,0,0,0,48,1,2,0,0,1,0,0
2,0,0,1,0,99,2,5,0,0,0,1,0
0,2,0,0,0,62,1,3,0,0,0,0,0
2,0,0,0,0,79,0,5,0,0,2,2,0
0,0,0,0,0,18,0,1,0,0,0,0,0
0,1,0,0,0,24,0,0,0,0,1,0,0
6,2,0,0,0,42,0,0,0,0,0,0,0
0,0,0,0,0,196,3,5,0,3,0,0,0
1,1,0,0,0,55,0,1,0,0,3,0,0
2,5,1,0,0,33,1,0,0,0,0,0,0
2,0,0,0,0,34,3,0,0,1,0,0,0
2,0,0,1,0,63,5,2,0,2,0,0,0
6,13,0,0,0,56,1,0,1,0,0,2,0
0,0,0,0,0,72,1,0,0,0,0,1,0
2,3,0,0,0,170,7,4,0,0,0,0,0
8,3,0,0,0,280,3,4,3,0,0,0,0
3,0,0,0,0,15,0,0,0,0,0,0,0
9,6,0,0,0,85,0,0,1,0,1,0,0
3,5,0,0,0,52,2,1,0,0,0,0,0
1,7,0,0,0,21,0,0,0,0,0,0,0
0,0,0,0,0,87,1,5,1,0,0,0,0
1,0,0,0,0,89,3,2,0,0,1,1,0
16,1,0,0,1,102,0,2,1,0,0,0,0
1,0,0,0,0,47,1,3,1,0,0,0,0
1,0,0,1,0,163,4,2,0,0,4,0,0
2,0,0,0,0,16,0,1,0,0,0,0,0
3,2,0,0,1,58,0,0,0,1,0,0,0
2,0,0,1,0,121,5,3,6,2,0,0,0
4,1,0,0,0,45,0,2,1,0,0,0,0
5,0,0,1,0,83,3,4,2,1,0,0,0
0,0,0,0,0,49,0,0,0,0,0,0,0
2,0,0,0,0,104,1,1,1,0,0,0,0
2,1,0,0,0,29,0,0,0,1,0,1,0
1,0,0,0,0,31,0,1,1,1,0,1,0
0,0,0,0,0,60,1,3,0,2,0,1,0
3,0,0,1,0,84,5,5,0,0,0,1,0
4,2,0,0,0,64,0,0,0,0,0,3,0
2,0,0,0,0,52,1,0,3,2,0,0,0
6,0,0,0,0,22,0,0,0,0,0,0,0
1,0,0,0,0,25,0,0,0,1,0,0,0
0,0,0,0,0,30,0,0,0,2,0,0,0
6,4,0,0,0,33,1,0,0,0,2,1,0
15,2,0,0,0,51,0,3,1,3,0,0,0
0,3,0,0,0,33,3,2,0,0,0,0,0
2,0,0,0,0,51,1,0,3,0,0,0,0
2,1,0,0,0,63,1,0,1,0,1,0,0
1,0,0,0,0,60,0,0,0,0,0,1,0
1,0,0,0,0,74,3,3,0,0,0,0,0
1,3,0,1,0,70,1,0,2,0,0,0,0
5,3,0,0,0,59,1,3,0,0,2,1,0
13,4,0,0,0,207,6,7,7,0,5,0,0
15,2,1,0,0,45,0,0,0,0,0,0,0
1,0,1,0,0,101,1,2,0,0,2,0,0
0,0,0,0,0,79,1,2,0,1,0,0,0
2,9,0,0,0,154,4,2,5,0,1,0,0
4,0,0,0,0,59,2,0,2,0,0,1,0
3,1,0,1,0,76,3,4,2,0,1,0,0
1,10,0,0,0,89,0,6,0,0,0,2,0
2,0,0,1,0,47,2,3,1,0,3,1,0
2,1,0,1,0,64,2,3,1,0,0,0,0
9,0,0,0,0,69,2,0,0,0,0,0,0
1,0,0,0,0,109,0,4,1,0,0,0,0
2,0,0,0,0,45,0,0,0,0,0,0,0
1,0,0,0,0,106,3,4,3,5,0,0,0
3,0,0,0,0,229,1,2,1,1,0,0,0
3,0,0,0,0,134,1,3,0,1,0,0,0
5,5,0,1,0,89,2,3,1,1,0,0,0
6,0,0,1,0,22,3,0,0,0,0,0,0
4,5,0,0,0,117,2,1,4,0,0,0,0
0,0,0,0,0,67,0,0,0,0,1,0,0
16,14,0,0,0,130,3,3,5,0,0,0,0
3,1,0,0,0,110,3,1,1,3,0,0,0
20,4,0,0,0,76,4,6,0,1,0,0,0
0,0,0,0,0,120,4,4,0,0,0,0,0
0,0,0,0,0,41,2,2,0,0,0,1,0
3,0,1,0,0,92,0,3,1,0,0,0,0
1,0,0,0,0,78,1,1,0,0,0,0,0
1,0,0,1,0,66,2,2,0,0,0,0,0
0,1,0,0,0,77,3,3,0,0,0,0,0
1,0,0,0,0,1438,16,20,3,4,40,0,0
0,0,0,0,0,45,4,3,2,0,0,1,0
1,1,0,1,0,80,2,1,0,0,2,4,0
4,1,0,0,0,111,2,4,4,2,0,0,0
1,0,0,0,0,81,1,0,2,0,0,0,0
1,3,0,0,0,75,0,1,0,0,0,0,0
0,0,0,0,0,39,0,1,0,0,0,0,0
0,1,0,0,0,87,1,4,0,1,3,0,0
6,1,0,0,0,43,0,1,0,0,0,0,0
7,0,0,0,0,24,1,1,1,3,0,0,0
2,1,1,0,0,51,1,0,3,2,0,0,0
2,0,0,1,0,48,4,0,0,1,0,0,0
1,2,0,0,0,80,1,2,0,0,1,0,0
7,3,0,0,0,84,3,0,0,0,0,0,0
4,0,0,0,0,106,8,2,0,3,0,0,0
0,0,0,0,0,54,0,0,0,0,0,0,0
6,0,0,0,0,74,0,4,4,1,0,0,0
0,0,0,0,0,32,1,0,0,1,1,0,0
3,3,0,0,0,84,2,4,0,5,0,0,0
4,0,0,0,0,26,0,1,2,0,0,0,0
4,0,1,0,0,101,0,3,0,0,1,0,0
2,0,0,0,0,38,1,1,0,1,0,0,0
4,0,0,1,0,85,2,2,0,0,0,0,0
0,0,0,0,0,44,1,1,1,0,0,0,0
1,1,0,0,0,114,0,2,0,0,0,0,0
4,1,0,0,0,42,1,0,1,0,0,0,0
1,1,0,0,0,43,4,0,0,2,0,0,0
1,1,0,1,0,62,4,1,2,3,0,0,0
1,0,0,1,0,16,1,0,0,0,0,0,0
1,1,0,0,0,52,0,2,0,1,1,1,0
5,0,0,0,0,64,1,2,0,0,1,1,0
1,0,1,0,0,169,1,6,4,6,0,0,0
0,0,0,0,0,197,1,3,3,2,2,1,0
11,0,1,1,0,183,1,3,0,0,0,0,0
1,0,0,0,0,89,0,3,1,0,2,0,0
0,1,0,1,0,93,0,2,2,0,0,1,0
1,0,0,0,0,24,0,1,1,0,0,0,0
9,0,0,0,0,72,3,3,0,0,0,0,0
1,0,0,0,0,33,0,0,1,0,0,0,0
1,1,0,1,0,118,6,2,1,2,0,0,0
1,2,0,0,0,233,3,4,1,4,0,0,0
0,0,0,0,0,54,2,2,0,0,0,1,0
0,0,0,1,0,55,2,2,2,2,0,0,0
1,0,0,0,0,37,3,0,0,0,0,0,0
7,3,0,1,0,42,1,3,1,0,0,0,0
4,0,0,0,0,56,1,7,3,0,0,1,0
1,0,0,0,0,22,0,1,0,5,0,0,0
4,12,0,0,0,140,1,3,0,0,1,0,0
2,0,0,0,0,106,1,3,1,0,0,0,0
1,0,1,0,0,104,1,2,0,0,2,0,0
4,4,0,0,0,142,2,5,2,0,0,0,0
2,0,0,0,0,57,0,1,0,0,1,0,0
8,0,0,0,0,148,0,1,4,1,0,0,0
12,1,0,0,0,73,3,0,1,0,0,0,0
2,25,0,0,0,89,1,2,1,0,0,0,0
4,0,0,0,0,122,1,2,0,4,0,3,0
6,1,0,0,0,28,0,2,0,3,0,1,0
1,3,0,0,0,88,0,1,0,0,3,0,0
3,0,0,0,0,169,2,5,2,4,3,0,0
0,0,0,1,0,51,2,2,1,0,0,0,0
1,0,0,0,0,38,0,2,1,0,0,1,0
1,2,0,0,1,10,0,0,0,0,0,0,0
0,0,0,0,0,334,2,11,5,7,0,3,0
1,0,0,1,0,55,2,2,0,0,0,1,0
0,0,0,0,0,14,0,0,0,0,0,0,0
2,0,0,0,0,51,1,1,0,0,0,0,0
2,2,0,0,0,98,1,2,0,5,0,0,0
1,0,0,0,0,36,0,1,1,1,0,0,0
1,0,0,1,0,57,2,3,0,0,3,0,0
0,0,0,0,0,55,1,0,1,0,0,0,0
5,9,0,1,0,191,6,3,0,1,0,0,0
2,2,1,0,0,62,0,0,0,0,0,0,0
1,0,0,0,0,30,1,2,0,0,0,0,0
0,0,0,0,0,54,0,4,0,0,0,1,0
1,0,0,1,0,197,3,5,1,1,2,0,0
1,0,0,0,0,44,3,1,1,0,0,0,0
7,1,0,0,0,30,1,0,0,0,0,0,0
1,0,0,0,0,40,0,1,1,0,0,0,0
2,0,1,0,0,64,4,2,0,0,0,0,0
1,2,0,0,0,12,0,1,0,0,0,0,0
0,0,0,0,0,60,2,3,0,1,0,0,0
4,0,0,0,0,179,4,3,0,1,3,0,0
0,0,0,0,0,54,0,4,0,0,0,1,0
2,0,0,1,0,55,4,2,0,1,0,0,0
4,0,0,1,0,70,5,1,1,1,0,0,0
1,3,0,0,0,63,2,1,0,2,0,0,0
3,1,0,0,0,21,0,0,0,0,0,0,0
0,0,0,0,0,41,0,3,0,0,1,0,0
1,5,0,0,0,24,2,1,1,0,0,0,0
2,1,0,0,0,250,0,4,3,3,1,1,0
3,0,0,0,0,67,0,2,0,1,0,0,0
11,0,0,0,0,23,0,0,0,0,0,0,0
0,1,0,0,0,68,2,4,0,0,0,0,0
1,0,0,0,0,28,0,0,0,0,0,0,0
2,0,0,0,0,74,1,1,1,3,0,1,0
6,1,0,0,0,37,2,2,0,0,0,0,0
